item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
GPS Tracking Bundle- GL300 Series Tracker, OBD Vehicle Tracker, & Adult SOS GPS Wristband | Real-Time GPS Tracking for Vehicles, People or Property (Bundle: GLSeries/OBD/SOSWristbandRed)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRI4060	A-SLB-JMGL3SOSr-Var	173.99	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SC74G4						850021014766			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Bundle- OBD Vehicle Tracker, and Adult SOS GPS Wristband | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (Bundle: OBD/SOSWristbandBlack)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0610ZRI2TJK	A-SLB-JMSOSb-Var	138.99	0	2022-06-10 09:59:48 PDT		y	3			11				B0B3SB6ZTK						850021014780			0	DEFAULT	Migrated Template	Inactive
SECULIFE - Kids Watch with GPS tracker | SOS Safety Alerts | Two-Way Calling & Texting | Kids Tracking Watch | School Mode | No Social Media | Smart Watch | Advance Parental Controls	The SecuLife Kids Smart Watch is the ultimate GPS tracker & safety tool for parents. Designed for safety-first communication, this 4G smartwatch features real-time location tracking, SOS emergency alerts, and two-way calling & texting. With No Social Media, it ensures kids stay focused and safe. It includes a school mode and Parental controls allow guardians to monitor usage and keep their child secure at all times.	1030BCLCQE2	FBA-SL-24MEK-PNK	59.99		2024-10-30 14:06:56 PDT		y	1			11				B0DLHSLHGX						B0DLHSLHGX				AMAZON_NA	Migrated Template	Inactive
SecuLife GPS Tracker for Kids | Real-Time Location, SOS Button & 2-Way Speakerphone | Safety Tracker for Kids, Parental Control App, Child Monitoring, Safe Zones		0522FDN61M5	FBA-SL-BLKidsS4	60		2025-05-22 15:16:26 PDT		y	1			11				B0F9LNWZRR						B0F9LNWZRR				AMAZON_NA	Migrated Template	Inactive
Seculife Seculife GPS Tracker for Kids - SecuLife Real-Time Tracking Device with SOS Button & 2-Way Speakerphone - Safety Electronics for Kids, Special Needs, Autism (Kids GPS Tracker White S4)	SAFETY & INDEPENDENCE:In today's crazy world, Seculife is your eyes & ears when you can’t be with your child. SecuLife's SIMPLE TO USE GPS tracker provides an EASY way to monitor your kids' location anytime, anywhere. Our Kids SOS GPS Tracker was designed for all children but is especially useful with kids who have autism, down syndrome, or other special needs. They can contact you with the press of a button and let you know there is a problem fast. Our Plans start at only $17 a month! ACCURATE & RELIABLE GPS TRACKING: The tracker provides CONTINUOUS ALL-DAY MONITORING with a secured IoT 5G 4G LTE cellular network. Expanded GPS TRACKING capabilities work in the USA, Canada, and Mexico with free international roaming in over 200 countries. Know immediately if your child is lost and find them ASAP! Special details include unlimited REAL-TIME TRACKING, Customizable GEOFENCE SAFETY AREAS, Detailed Location History, & More. EASY-TO-SEE & USE SOS BUTTON: The Kids GPS Tracker also features easy-to-use TWO-WAY CALLING CAPABILITIES. When there is an emergency, push and hold the SOS BUTTON, which will immediately alert the pre-set contacts. Talk to your kid or LISTEN-IN REMOTELY. Includes VOICE ASSISTIVE SPEAKERPHONE and AUTO-ANSWER to help physically impaired children answer your call. RECEIVE IN APP ALERTS: It only takes 5 minutes to activate, install, and start tracking! The Seculife app will work on any smartphone, Apple IOS, Android, or Windows. With our intuitive software you can add contacts & SET PERMISSIONS, turn on & off features, and decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Then, easily use the Seculife app to MONITOR AND TRACK YOUR LOVED ONES from a phone, desktop, laptop, or tablet. SMALL & LIGHTWEIGHT: The DURABLE and SPLASH RESISTANT design enables your child to use the device without impeding their day-to-day activities. With a lanyard hole SecuLife is designed to be easily attached to clothing, hidden inside po	0926ZXA4HM3	FBA-SL-EV04KIDS-WHT	59		2022-09-26 10:09:16 PDT		y	1			11				B0BGJL588F						B0BGJL588F				AMAZON_NA	Migrated Template	Inactive
Seculife Elderly Cellular Medical Alert Device GPS Tracker| with Speakerphone| SOS Button Medical Alert Systems for Seniors| 4G LTE Cellular		1006AVA880I	FBA-SL-EV7ADLT-BLK-AT1	99		2023-10-05 17:01:47 PDT		y	1			11				B0CKDJN36W						B0CKDJN36W				AMAZON_NA	Migrated Template	Inactive
Seculife SecuLife Kids - Elderly SOS GPS Tracker, with SOS Button Speakerphone, Real-Time Tracking, Safety Device for Kids, Seniors, Adults, Easy to Use Mobile App		0918ALAP6Z6	FBA-SL-EV7KIDS-BLK-AT	80		2023-09-18 12:43:14 PDT		y	1			11				B0CJ9ZBQ39						B0CJ9ZBQ39				AMAZON_NA	Migrated Template	Inactive
SecuLife GPS Tracker for Cars Vehicles Motorcycles Vans Trucks ATV’s Bikes RVs & Assets Campers Trailers, Long Battery. Subscription Required, Unlimited Tracking USA		0704AR6A3G9	FBA-SL-GL3+Case-AT3M	85		2023-07-03 17:01:51 PDT		y	1			11				B0C9P28HR7						B0C9P28HR7				AMAZON_NA	Migrated Template	Inactive
SecuLife GPS OBD Vehicle and Personal Trackers for use with People, Property, Cars, Trucks, Vans, Boats, and More (Magnetic Case for GL Tracker)	The SecuLife GL310 GL300 GPS Tracking Magnetic Case shelters the GL300 / GL310 Real-Time GPS Tracker, ensuring that it stays safe even if you're driving through hazardous environments like floods or sandstorms. The case is also water-resistant to keep tracking during these types of weather events without being damaged by water exposure. The case is highly durable because it is made with PC and ABS plastic. It is extremely tough and durable, so do not worry that your tracker will be damaged if you run over a pothole. We are USA based company focused on personal Safety & GPS tracking innovation. Seculife software is developed & made by us. We are not just a white label resellers. We provide worldwide services to many top companies and individuals.	0726ZI35MP9	FBA-SL-GL3-MCase	19.99		2022-07-26 13:31:14 PDT		y	3			11				B0B7KNSSKL						850021014834				AMAZON_NA	Migrated Template	Inactive
SecuLife GL320 GPS Tracker for Vehicles, $9 Monthly Assets Tracking - Worldwide GPS 4G LTE Real-Time – Car, Trucks, Motorcycle, RV, Trailers	AFFORDABLE PERSONAL TRACKER: It’s never lost if you have the Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $10.00 a month! SIMPLE TO USE - just activate the device, choose your plan, and start tracking. Perfect for fleet automobiles, personal vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE cellular network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, MONITOR SPEED, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: Your Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker Comes with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: GPS tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases. The tracker can also be attached directly to a vehicle.	1005ZHVSUVD	FBA-SL-GL3-TKR	69		2022-10-05 12:11:24 PDT		y	3			11				B0BHFBNM93						850021014964				AMAZON_NA	Migrated Template	Inactive
Seculife Magnetic Case for GPS Tracker - Weatherproof GPS Tracker Case - GPS Waterproof Case - GPS Magnetic Case for GL320 GL310 GL300 - Strong and Safe Magnets - Highly Durable	<p>Are you looking for a premium tracker magnetic case that withstands all harsh conditions? If so, you are in the perfect place. Seculife&rsquo;s magnetic box has commercial grade magnets, ensuring it stays safe even when driving through hazardous environments like sand storms or floods. We are a U.S.-based company that focuses on providing the best GPS tracking and Safety innovation. We offer worldwide services to individuals and many top companies.</p> <p><strong>Best Quality Standards</strong></p> <p>We kept the best quality standards in mind when designing the magnetic GPS tracker case. Our case is made of PC and ABS plastic, ensuring that the magnetic case is low temperature, heat, and impact resistant. Moreover, the seculife&rsquo;s magnetic case for GPS includes commercial-grade magnets that can attach to any metal surface. This makes the product well-suited for use on moving vehicles and bears harsh conditions.&nbsp;</p> <p><strong>Weatherproof and Waterproof</strong></p> <p>The Seculife&rsquo;s magnetic case is waterproof and weatherproof, which means it protects your assets from unprecedented harsh conditions. Whether it is unexpected weather or water damage, your valuables are always safe in the weatherproof GPS tracker case. In addition to rough weather, the magnetic GPS case protects your tracker from corrosion or moisture. This gives the magnetic case lasting durability and makes it suitable for long-term use.</p>	0808AHSR4QH	FBA-SL-GL310-MCase	19.95		2023-08-08 07:41:50 PDT		y	1			11				B09XJJWD91						B09XJJWD91				AMAZON_NA	Migrated Template	Inactive
Seculife GPS Tracker for Vehicles, Car, Bikes, Assets. Subscription Needed 3G 4G LTE GPS Tracking Device. Unlimited Distance, US & Worldwide. Small Portable Real Time Mini Magnetic		1116BO21EJD	FBA-SL-GL320+Case	69		2024-11-15 17:17:57 PST		y	1			11				B0DN7YMB4Q						B0DN7YMB4Q				AMAZON_NA	Migrated Template	Inactive
GPS Tracking Solution GL300 Series Tracker | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (GL Series Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0607ZL5GHLF	FBA-SL-GL320-Var	35	0	2022-06-07 11:13:25 PDT		y	3			11				B0B3FQ2XMW						850021014711			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS OBD Vehicle and Personal Trackers for use with People, Property, Cars, Trucks, Vans, Boats, and More (GL300 Series Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $10.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0726ZI6IA1C	FBA-SL-GL3TRKR-ATT	35		2022-07-26 13:31:14 PDT		y	3			11				B0B7KQ17P5						850021014827				AMAZON_NA	Migrated Template	Inactive
SecuLife® Personal Tracker GL501 Tracker Real-Time GPS Tracker for Vehicles, Kids, Teens, Seniors, Boats, Small Portable Tracking Device 1 Years Standby Battery Life	<p>The SecuLife Personal GPS Tracker was designed to meet the growing needs of individuals and families alike. <br> Our products help protect your loved ones and give caregivers peace of mind. <br> Our assistive technology allows you to be able to quickly find the location of your loved ones or belongings. <br> Stay connected to the people that matter the most and ensure their safety anytime, anywhere. <br> Do you need to be sure a child or an elderly parent arrived at their destination safely? <br> Do you want to be notified when a valued personal asset leaves a safe location? <br> With our personalized alerts, you can get the exact notifications you want, when you want them. <br> Using our 5G 4G LTE network, you can get up and running quickly with our intuitive tracking software featuring real time alerts based on the entry and exit zones you specify in the easy-to-use SecuLife app. <br> <br><b>SecuLife Personal GPS Tracking can protect your loved ones with these three, easy steps: </b><br><br> *1. Choose the best solution for your loved ones. We offer a variety of plans and tracking solutions.<br><br> *2. Install your SecuLife Personal GPS Tracking hardware. Place your tracking device on those you would like to track. <br><br>*3. Download the app and begin tracking! <br><br>Use the SecuLife app (for iPhone and Android) to view real-time tracking, set up boundaries, and run reports. <br> SecuLife GPS products and safety alert services are available nationwide. <br>Seculife is the only personal asset monitoring system specifically designed for personal use. <br>It tracks all your loved ones, cars, motorcycles, boats and other valuable property. <br>The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. <br>The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. </p>	0511Z81NJ14	FBA-SL-GL501TKR-Gen	39		2022-05-11 15:32:34 PDT		y	3			11				B0B14CQRWX						850021014643				AMAZON_NA	Migrated Template	Inactive
SecuLife® Personal Tracker GL50 Tracker Real-Time GPS Tracker for Vehicles, Kids, Teens,| Seniors, Boats, Small Portable Tracking Device 3 Years Standby Battery Life	<p>The SecuLife Personal GPS Tracker was designed to meet the growing needs of individuals and families alike. <br> Our products help protect your loved ones and give caregivers peace of mind. <br> Our assistive technology allows you to be able to quickly find the location of your loved ones or belongings. <br> Stay connected to the people that matter the most and ensure their safety anytime, anywhere. <br> Do you need to be sure a child or an elderly parent arrived at their destination safely? <br> Do you want to be notified when a valued personal asset leaves a safe location? <br> With our personalized alerts, you can get the exact notifications you want, when you want them. <br> Using our 5G 4G LTE network, you can get up and running quickly with our intuitive tracking software featuring real time alerts based on the entry and exit zones you specify in the easy-to-use SecuLife app. <br> <br><b>SecuLife Personal GPS Tracking can protect your loved ones with these three, easy steps: </b><br><br> *1. Choose the best solution for your loved ones. We offer a variety of plans and tracking solutions. <br><br>*2. Install your SecuLife Personal GPS Tracking hardware. Place your tracking device on those you would like to track.<br><br> *3. Download the app and begin tracking! <br><br>Use the SecuLife app (for iPhone and Android) to view real-time tracking, set up boundaries, and run reports. <br> SecuLife GPS products and safety alert services are available nationwide. <br>Seculife is the only personal asset monitoring system specifically designed for personal use. <br>It tracks all your loved ones, cars, motorcycles, boats and other valuable property. <br>The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. <br>The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. </p>	0511Z7ZSU8K	FBA-SL-GL50TKR-Gen	39		2022-05-11 15:01:21 PDT		y	3			11				B0B145HZ82						850021014636				AMAZON_NA	Migrated Template	Inactive
SecuLife® Personal Tracker GL300 Series GL310/GL320 Real-Time GPS Tracking for Vehicles, Kids, Teens, Seniors, Boats - Easy to Use App - SOS Panic Button	RELIABLE GPS TRACKING: Seculife is the only personal asset monitoring system specifically designed for personal use. It tracks all your loved ones, cars, motorcycles, boats, luggage and other valuable property. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software features real time alerts based on the entry and exit zones you specify in the SecuLife app. Easily sync to your mobile app to monitor and track your loved ones location anytime, from anywhere. EMERGENCY ALERT BUTTON: Your Seculife GL Series Gps Tracker Comes with a User-Friendly SOS Panic Button for Personal Safety Management and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: GPS tracker is only 1" thick. It will fit inside small spaces such as glove boxes, backpacks, purses, laptop bags and luggage. GL 300/310/320 Series - Newest 2022 Model Features Longer Battery Life and Strongest Signal Connectivity. AFFORDABLE HIGH SPEED SERVICE: Seculife Personal GPS Tracker uses a secured IoT 4G LTE network. Unlike our competitors, we have No long-term contracts. Our subscriptions are affordable starting at $8.00 a month! Live customer support is available 7 days a week to guide you in your SecuLife activation process. Expanded tracking capabilities work in the USA, Canada, and Mexico. We are USA based company focused on personal Safety & GPS tracking innovation. Seculife software is developed & made by us. We are not just a white label resellers. We provide worldwide services to many top companies and individuals.	0420Z7K911K	FBA-SL-GLTKR-GEN	35		2022-04-20 09:47:17 PDT		y	3			11				B09YBBGMC7						850021014582				AMAZON_NA	Migrated Template	Inactive
Seculife Kids Smart Watch | GPS Tracker, Calling & Texting | Ideal Gift for Girls Ages 3-12 | Features Games, Camera, School Mode, SOS Safety Alerts | SIM Card Included	<div><strong>Stay Connected, Stay Safe &nbsp;</strong></div> <div>&nbsp;</div> <div><strong>VOICE VIDEO CALLS:</strong> SecuLife Smart Watch is a standalone 4G/LTE kids' cellular smartwatch, that enables voice and video calls over WiFi or data. Stay in touch anytime, anywhere with HD video calling, talk-to-text, voice messages, photos, emojis, GIFs, group chats, and add friends.</div> <div>&nbsp;</div> <div><strong>PRECISE LOCATION TRACKING:</strong> SecuLife smartwatch for kids is equipped with Google Maps that offers parents with precise real-time tracking and historical route review. Parents can feel at ease with our GPS Location Tracking kid's watches, along with the ability to make SOS calls to family and caregivers listed in the app. Parents will receive alerts when these emergency calls are made with location updates, plus the ability to block unknown calls & texts.</div> <div>&nbsp;</div> <div><strong>ENHANCED DURABILITY:</strong> Featuring IP67 water-resistant, shockproof, and dustproof capabilities, it withstands rough play. SecuLife unique design enhances impact resistance, significantly reducing the screen damage risk and meeting childhood adventure demands. Equipped with long-lasting&nbsp;battery life, 5MP Camera, secure messaging, and activity tracking.</div> <div>&nbsp;</div> <div><strong>WELLNESS FOCUS:</strong> SecuLife smartwatch for kids fosters a healthy, active lifestyle with customized activity tracking,</div> <div>&nbsp;</div> <div><strong>NETWORK CONNECTIVITY:</strong> At SecuLife we want to offer you the best connectivity possible for your watch. Activate in minutes with no activation fee, the best compatibility with your watch, a secure nationwide 4G network, subscription plan.</div> <div>&nbsp;</div> <div><strong>What&rsquo;s in the Box:</strong></div> <div>Magnetic USB Charging Cable</div> <div>&nbsp;</div> <div><strong>Device Specifications:</strong> &nbsp; &nbsp;</div> <div>Network: 4G LTE</div> <div>Splash Resistant:&nbsp;Rated IP67</div> <div>Charging Port: Magnetic charging connector with USB magnetic charging cable</div> <div>Battery Capacity: 800mAh</div> <div>Standby Time: 24 Hours</div> <div>Power On/Off: Push the power button on the side of the watch case</div> <div>Activate SOS: Press and hold the power button</div> <div>Supported Mobile App: Android, iOS</div>	1001B7D8GZM	FBA-SL-MM24PNK	59.99		2024-10-01 16:43:50 PDT		y	3			11				B0DJCL8721						008600129206				AMAZON_NA	Migrated Template	Inactive
SecuLife SecuLife Vehicles Car Truck GPS Tracker - $9 Monthly 4G LTE GPS Real Time Location Tracker - OBD Automotive - Just Plug & Track	AFFORDABLE PERSONAL TRACKER: It’s never lost if you have the Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - just activate the device, choose your plan, and start tracking. Perfect for fleet automobiles, personal vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, MONITOR SPEED, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: Your Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker Comes with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: GPS tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases. The tracker can also be attached directly to a vehicle.	0408ZMZHI7F	FBA-SL-OBD	30		2022-04-08 10:49:35 PDT		y	3			11				B09XJ9YNLV						850021014568				AMAZON_NA	Migrated Template	Inactive
SecuLife SecuLife OBD GPS Tracker for Vehicles - $6 Monthly 5G 4G LTE GPS Tracking Device - Real Time Location Tracker - OBD Automotive, Car, Truck Tracking Devices - Just Plug & Drive	???? ????????????: The small and compact gps tracker of Seculife is relatively easy to install. All you need to do is plug-in GPS into the OBD port under the steering column. You do not need any battery for installation as the OBD port powers it. ????-???? ????????: The OBD tracking devices provide a real-time tracking service and is ideal for small and medium-sized businesses with less than 20 vehicles to manage. You can track Fleet automobiles, personal vehicles, cars, trucks, teenage, elderly drivers, and rental car units. ???????? ??????????: Geofencing notifies you through the app whenever your vehicle enters or exits an assigned location. The location tracker lets you track your vehicle, fleets, and other OBD Port Capable transpiration methods. ??-??-?????? ??????: SecuLife’s OBD GPS tracking device provides up-to-minute alerts of any current location details. It also gives you the option to review your historical route data. ?????????? ????????: The SecuLife OBD GPS tracker device uses 4G/LTE/CAT M/NB IoT network technology, providing coverage throughout North America. Moreover, you can use the device in the USA, Canada, and Mexico. ??????? ???????: We are an eco-conscious company concerned about saving the trees, therefore the product user manuals will be emailed at the time of activation and are also available for download on the SecuLife site.	1111ZXOC9XI	FBA-SL-OBD-AT	39		2022-11-11 11:44:35 PST		y	3			11				B0BM569D9T						850047633002				AMAZON_NA	Migrated Template	Inactive
